match_status,source_paper_id,ref_idx,parsed_title,parsed_year,parsed_doi,matched_target_paper_id,match_method,match_score,qa_reason_hint
matched,paper_ef60708656bd,7,"Adaptive cubic regularization methods for unconstrained optimization. Part I: motivation, convergence and numerical results",2011,10.1007/s10107-010-0399-5,paper_f088cb2ec234,title_fuzzy,0.9917,check_target_correctness
matched,paper_181899eb032c,36,Pareto solutions of polyhedral-valued vector optimization problems in Banach spaces,2009,,paper_70403916b893,author_year,0.78,check_target_correctness
matched,paper_15ab6f622190,18,Continuous characterizations of the maximum clique problem,1997,,paper_b63bcdfe5aac,title_exact,0.95,check_target_correctness
matched,paper_4a3893c2c63d,7,Trust Region Methods,2000,10.1137/1.9780898719857,paper_16debbcc7d13,author_year,0.78,check_target_correctness
matched,paper_abebbf4aae10,25,Characterization of strong stability for C-stationary points in MPCC,2010,,paper_940f7a6180b4,author_year,0.78,check_target_correctness
matched,paper_auto_03a3a632d90a,4,The structure of the infinite models in integer programming,2017,,paper_20f76ef85ec2,author_year,0.78,check_target_correctness
matched,paper_2002f9be40d0,9,On the power and limitations of affine policies in two-stage adaptive optimization,2012,,paper_c84095f81840,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_b1e86973e8ac,2,Homotopies for computation of fixed points on unbounded regions,1972,,paper_1142458d1253,title_fuzzy,1.0,check_target_correctness
matched,paper_13e67e8bd709,4,On the Uncapacitated Plant Location Problem II: Facets and Lifting Theorems,1983,,paper_13e67e8bd709,author_year,0.78,check_target_correctness
matched,paper_0e2dfca6d749,5,Blocking and anti-blocking pairs of polyhedra,1971,,paper_9becb780c96e,title_fuzzy,1.0,check_target_correctness
matched,paper_9af6d26eec08,10,Adaptive cubic regularisation methods for unconstrained optimization. Part II: Worst-case function- and derivative-evaluation complexity,2011,,paper_144f7bc12cca,title_exact,0.95,check_target_correctness
matched,paper_0cf3f5e5c8b4,31,A method of conjugate subgradients for minimizing nondifferentiable functions,1975,,paper_44631d5be4d4,title_fuzzy,0.9506,check_target_correctness
matched,paper_auto_c7e5ed3936f6,24,An exact penalty function method with global convergence properties for nonlinear programming problems.,1986,,paper_81f3b11ddec7,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_e03853b8ec81,35,A polyhedral study on chance constrained program with random right-hand side.,2017,,paper_9248148acc0e,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_98191fa38313,22,On the acyclic subgraph polytope,1985,,paper_64b994a676b5,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_5e69b1aaa4ae,3,On the convergence of the proximal algorithm for nonsmooth functions involving analytic features,2009,,paper_5e3284308bc9,title_fuzzy,1.0,check_target_correctness
matched,paper_ade29e417de4,9,On the Douglas-Rachford splitting method and the proximal point algorithm for maximal monotone operators,1992,,paper_9bc3f6c7c2ad,author_year,0.78,check_target_correctness
matched,paper_auto_6c65a157ae5e,13,Condition measures and properties of the central trajectory of a linear program,1998,,paper_ef342fda0e83,title_fuzzy,1.0,check_target_correctness
matched,paper_47dcea3d2485,9,The travelling salesman problem on a graph and some related integer polyhedra,1985,,paper_b2e735173e22,title_fuzzy,0.9935,check_target_correctness
matched,paper_6ebbe03ad015,52,On structure and stability in stochastic programs with random technology matrix and complete integer recourse,1995,,paper_e71c8e8d20d7,title_fuzzy,1.0,check_target_correctness
matched,paper_c95fa54c098b,27,The Computation of Fixed Points and Applications,1976,,paper_1e2d89f97437,author_year,0.78,check_target_correctness
matched,paper_fc4454ef1d1e,4,"Strong conical hull intersection property, bounded linear regularity, Jameson's property (G), and error bounds in convex optimization",1999,,paper_d305d6410b5e,title_exact,0.95,check_target_correctness
matched,paper_04844b8e51ae,4,Optimal Dissection of Simplices,1978,,paper_4c347a77dd57,author_year,0.78,check_target_correctness
matched,paper_auto_fbe6c38317dc,13,Theoretical and numerical investigation of the D-gap function for box constrained variational inequalities.,1998,,paper_b392348bcf4b,title_fuzzy,1.0,check_target_correctness
matched,paper_c833d7c716cb,2,The use of quadratic regularization with a cubic descent condition for unconstrained optimization,2017,,paper_4a3893c2c63d,title_exact,0.95,check_target_correctness
matched,paper_776d0c2416ff,5,Faster algorithms for the quickest transshipment problem,2001,,paper_cb97ab73645e,author_year,0.78,check_target_correctness
matched,paper_bd3bebe54e6f,6,Convergence of some algorithms for convex minimization,1993,,paper_0af3fd6046bb,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_607add54f415,25,Cubic regularization of Newton method and its global performance,2006,,paper_c05d80ac6a74,title_fuzzy,1.0,check_target_correctness
matched,paper_fb6f5f6bb787,14,A method of conjugate subgradients for minimizing nondifferentiable functions,1975,,paper_44631d5be4d4,title_fuzzy,0.9506,check_target_correctness
matched,paper_6ebbe03ad015,33,Stochastic programming with simple integer recourse,1993,,paper_458ab367ab8c,title_fuzzy,1.0,check_target_correctness
matched,paper_74879ef279e1,31,Nonconvex notions of regularity and convergence of fundamental algorithms for feasibility problems,2013,,paper_7431b3be1f9a,title_exact,0.95,check_target_correctness
matched,paper_a97e10ecee1d,8,Private Information and Pure-Strategy Equilibria,1982,,paper_5eee8217fc22,title_exact,0.95,check_target_correctness
matched,paper_auto_fd4cd3acad0f,11,Second order necessary optimality conditions for minimizing a sup-type function.,1991,,paper_e51bd38e43a1,title_fuzzy,1.0,check_target_correctness
matched,paper_71653ef8f1e1,22,Classes of functions and feasibility conditions in nonlinear complementarity problems,1974,,paper_c8eba6e1bfcf,title_fuzzy,1.0,check_target_correctness
matched,paper_50893c9cd259,12,Portfolio-Selection with Transactions Costs,1976,,paper_1b2eea6c93e1,title_fuzzy,0.9882,check_target_correctness
matched,paper_4a2086d371c0,5,"Eigenvalue techniques for convex objective, nonconvex optimization problems",2010,,paper_a6469ae0ded2,author_year,0.78,check_target_correctness
matched,paper_47296abb35d5,4,A method for globally minimizing concave functions over convex sets,1981,,paper_3b42d5101216,title_fuzzy,1.0,check_target_correctness
matched,paper_4bec607b3f10,3,Optimal investment policies for a firm with a random risk process: Exponential utility and minimizing the probability of ruin,1995,,paper_2d80e5e716b7,title_exact,0.95,check_target_correctness
matched,paper_e6527f6ebf07,11,"A simplex algorithm for piecewise-linear programming, I: Derivation and proof",1985,,paper_1227f06cc606,title_fuzzy,0.9867,check_target_correctness
matched,paper_ec2ba7b510e7,50,New fractional error bounds for polynomial systems with applications to Hölderian stability in optimization and spectral theory of tensors,2015,,paper_de600dc5135f,author_year,0.78,check_target_correctness
matched,paper_cead9ee541be,5,Bounds for aggregating nodes in network problems,1980,,paper_ea5f1f001dce,title_fuzzy,0.9897,check_target_correctness
matched,paper_522c428460ba,22,An outer-approximation algorithm for a class of mixed-integer nonlinear programs,1986,,paper_265ac7cb27a1,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_11215b6de309,12,Interior path following primal-dual algorithms. Part II: Convex quadratic programming,1989,,paper_154758068109,title_fuzzy,1.0,check_target_correctness
matched,paper_c85084b1a210,11,Convergence rate analysis for averaged fixed point iterations in common fixed point problems,2017,,paper_0139bfdec5e8,title_exact,0.95,check_target_correctness
matched,paper_1e58ce856b91,19,Exploiting group symmetry in semidefinite programming relaxations of the quadratic assignment problem,2010,,paper_cef548905462,title_exact,0.95,check_target_correctness
matched,paper_auto_eee419f6b9b1,22,Signal recovery on graphs: fundamental limits of sampling strategies.,2016,,paper_4d666de4c015,author_year,0.78,check_target_correctness
matched,paper_8def76e53117,1,Homotopies for computation of fixed points,1972,,paper_fc06e2d40f48,title_fuzzy,1.0,check_target_correctness
matched,paper_2f7f4633e863,15,Validation of subgradient optimization,1974,,paper_0ebdc3b1b83a,title_fuzzy,1.0,check_target_correctness
matched,paper_62e28605c4d5,45,A semismooth Newton method with multidimensional filter globalization for $l_{1}$ -optimization,2014,10.1137/120892167,paper_ea78f86372e0,doi_exact,1.0,check_target_correctness
matched,paper_feaaa4b7e713,5,On the cut polytope.,1986,,paper_b53c398a4bde,title_fuzzy,1.0,check_target_correctness
matched,paper_3d03a16bbf8a,12,Optimal stopping of linear diffusions with random discounting,2008,,paper_60d227353221,title_exact,0.95,check_target_correctness
matched,paper_92789cdacb3c,1,Computable representations for convex hulls of low-dimensional quadratic forms,2010,,paper_696cff87738d,title_exact,0.95,check_target_correctness
matched,paper_c8e7f991328f,6,Homotopies for computation of fixed points on unbounded regions,1972,,paper_1142458d1253,title_fuzzy,1.0,check_target_correctness
matched,paper_dfbeadb12362,5,Incentive-based surgery scheduling: Determining optimal number of surgeries,2011,,paper_dfbeadb12362,author_year,0.78,check_target_correctness
matched,paper_b03e50721653,11,A variant of Karmarkar's linear programming algorithm for problems in standard form,1987,,paper_fef45fa00662,title_fuzzy,1.0,check_target_correctness
matched,paper_e2c7eead0231,12,A trust region algorithm for equality constrained optimization,1986,,paper_9a3307fd57d4,title_fuzzy,1.0,check_target_correctness
matched,paper_f76be04e7021,6,Theory and applications of robust optimization,2011,10.1137/080734510,paper_4d434ee0325c,author_year,0.78,check_target_correctness
matched,paper_0cf6adf38baa,5,Sample-path optimization of convex stochastic performance functions,1996,,paper_2f7f4633e863,title_fuzzy,1.0,check_target_correctness
matched,paper_0fee95b78706,21,Sum-of-squares hierarchy lower bounds for symmetric formulations,2016,,paper_a4369b533c28,author_year,0.78,check_target_correctness
matched,paper_970456310ecf,33,Multi-stage convex relaxation for learning with sparse regularization,2009,,paper_732440c1a8ff,author_year,0.78,check_target_correctness
matched,paper_bb5b6e5690af,14,A polynomial-time algorithm for a class of linear complementarity problems,1989,,paper_2635bcfaf7c2,title_fuzzy,1.0,check_target_correctness
matched,paper_34767246b029,9,An inexact Newton method for nonconvex equality constrained optimization,2009,10.1007/s10107-008-0248-3,paper_5dc9bf992aa4,doi_exact,1.0,check_target_correctness
matched,paper_201af008e80b,31,Singular continuation: Generating piecewise linear approximations to Pareto sets via global analysis,2011,,paper_def6fa367703,title_exact,0.95,check_target_correctness
matched,paper_auto_cd566a85e7ee,7,Directional differentiability of optimal solutions under Slater's condition,1993,,paper_55a58ef45d81,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_00e04a960d5b,12,Feasible methods for nonconvex nonsmooth problems with applications in green communications,2016,,paper_8d74b087215f,title_fuzzy,1.0,check_target_correctness
matched,paper_b30ff3955a12,29,On stochastic subgradient mirror-descent algorithm with weighted averaging,2014,,paper_407a35e5c423,title_exact,0.95,check_target_correctness
matched,paper_48b4c6f9246c,13,The factorization approach to large-scale linear programming,1976,,paper_7fa19c9443fa,title_fuzzy,1.0,check_target_correctness
matched,paper_3d590686b242,10,Adaptive Scalarization Methods in Multiobjective Optimization,2008,,paper_b13bceeaa4a2,author_year,0.78,check_target_correctness
matched,paper_f2e2e23171ab,9,Optimizing venture capital investments in a jump diffusion model,2008,,paper_e1d5a67babfc,author_year,0.78,check_target_correctness
matched,paper_24f9766c35f3,6,Approximate fixed-rank closures of covering problems,2006,,paper_44eba3c05124,title_fuzzy,1.0,check_target_correctness
matched,paper_faef2addf762,10,Generalized power method for sparse principal component analysis,2010,,paper_8d7f4bca3567,author_year,0.78,check_target_correctness
matched,paper_508568698de7,3,Worst-case evaluation complexity for unconstrained nonlinear optimization using high-order regularized models,2017,,paper_49eafc8a02bf,author_year,0.78,check_target_correctness
matched,paper_47296abb35d5,10,Global minimization of large scale constrained concave quadratic problems by separable programming,1986,,paper_fd37d1a561b2,title_fuzzy,1.0,check_target_correctness
matched,paper_6ebbe03ad015,49,A regularized decomposition method for minimizing a sum of polyhedral functions,1986,,paper_11a63aedb908,title_fuzzy,1.0,check_target_correctness
matched,paper_7307c2e6ad91,3,Facets of the knapsack polytope,1975,,paper_c85fc7439560,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_c28000e92273,35,Primal and dual linear decision rules in stochastic and robust optimization,2011,,paper_ce92e9669dc6,title_exact,0.95,check_target_correctness
matched,paper_e49d6d93c367,16,Distributed economic dispatch for smart grids with random wind power,2016,,paper_8a252d162b6d,author_year,0.78,check_target_correctness
matched,paper_b8cbcc753b4f,12,Computing nonlinear network equilibria,1985,,paper_81da0a715772,title_fuzzy,1.0,check_target_correctness
matched,paper_7b53f2e7dc1f,13,Strongly stable stationary solutions in nonlinear programs,1980,,paper_846f5b900ed7,author_year,0.78,check_target_correctness
matched,paper_auto_448034f87b31,66,Riemannian SVRG: fast stochastic optimization on Riemannian manifolds,2016,,paper_62277f6a2610,author_year,0.78,check_target_correctness
matched,paper_auto_3c3bf9fe1639,17,A relaxed version of Karmarkar's method,1988,,paper_b2b05d086490,title_fuzzy,1.0,check_target_correctness
matched,paper_a3eda89cd1b6,26,A Two-Person Game with Lack of Information on $1^{ rac{1}{2}}$ Sides,1985,,paper_5df681d08b5f,title_fuzzy,0.9667,check_target_correctness
matched,paper_auto_d1864ad74ae9,5,Comparison of bundle and classical column generation,2008,,paper_caf57c0f2525,title_fuzzy,1.0,check_target_correctness
matched,paper_1ad8603852c5,53,On affine scaling algorithms for nonconvex quadratic programming,1992,,paper_942a9d5f60e7,title_fuzzy,1.0,check_target_correctness
matched,paper_c3d9bed931a0,23,Characterizations of optimal scalings of matrices,1980,10.1007/bf01581675,paper_cbd17f98c2be,title_fuzzy,1.0,check_target_correctness
matched,paper_49e318984798,30,The extended linear complementarity problem,,,paper_6696a8cf888e,title_fuzzy,1.0,check_target_correctness
matched,paper_669607b0a008,16,Linear max-min programming,1981,,paper_d60a69174d37,title_fuzzy,1.0,check_target_correctness
matched,paper_34ab0b06d468,81,A proximal point algorithm for log-determinant optimization with group Lasso regularization,2013,10.1137/120864192,paper_720e0cb641e5,doi_exact,1.0,check_target_correctness
matched,paper_054f35464f11,12,An envelope-like effect of infinitely many inequality constraints on second order necessary conditions for minimization problems,1988,,paper_e390e89dc3ce,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_c28000e92273,10,A parallel implementation of the nested decomposition algorithm for multistage stochastic linear programs,1996,,paper_3dbad985f6d1,title_fuzzy,1.0,check_target_correctness
matched,paper_829c2f438284,4,Solving large quadratic assignment problems on computational grids,2002,,paper_93654da3faf5,title_exact,0.95,check_target_correctness
matched,paper_657b54438aca,10,A modification to Todd's triangulation $J_3$,1978,,paper_0b9f2ffd43ca,title_fuzzy,0.9762,check_target_correctness
matched,paper_3f559f38759b,12,Exploiting sparsity in primal-dual interior-point method for semidefinite programming,1997,,paper_a45b65d10152,title_fuzzy,0.9942,check_target_correctness
matched,paper_auto_0a8f9595cf6c,4,"Matching, Euler tours and the Chinese Postman",1973,,paper_55d60bef8f1f,title_fuzzy,1.0,check_target_correctness
matched,paper_7bb4e0de44d1,9,Homotopy Continuation.jl: A Package for Homotopy Continuation in Julia,2017,,paper_a739c17bd4f5,author_year,0.78,check_target_correctness
matched,paper_2500eb2cecec,15,Iterative methods for variational and complementarity problems,1982,,paper_6183d42a2131,title_fuzzy,1.0,check_target_correctness
matched,paper_feaaa4b7e713,24,Methods of nonlinear 0-1 programming,1979,,paper_35d0ab65068f,title_fuzzy,0.9412,check_target_correctness
matched,paper_auto_14cde4f82fe5,12,Sparse solutions of linear complementarity problems,2016,,paper_4d666de4c015,author_year,0.78,check_target_correctness
matched,paper_18e90ee2daba,11,An elementary survey of general duality theory in mathematical programming,1981,,paper_9d74a0c0e7b7,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_da932060131f,14,A new look at nonnegativity on closed sets and polynomial optimization,2011,,paper_bc5b81f9944f,title_exact,0.95,check_target_correctness
matched,paper_c663b3282357,3,Multi-item lot-sizing with joint set-up cost,2005,,paper_c663b3282357,title_fuzzy,0.9888,check_target_correctness
matched,paper_ac323eebc418,22,Strong duality in robust convex programming: Complete characterizations,2010,,paper_f23cbeac9661,title_exact,0.95,check_target_correctness
matched,paper_8435dd6ccab6,16,Efficient enumeration of the vertices of polyhedra associated with network LPs,1991,,paper_86b3b69cfe44,title_fuzzy,0.9936,check_target_correctness
matched,paper_db4d1c02e589,4,Notes on L-/M-convex functions and the separation theorems,2000,,paper_e006d20e80a3,title_fuzzy,1.0,check_target_correctness
matched,paper_e993a75a29d3,22,An integer programming approach for linear programs with probabilistic constraints,2010,,paper_33cd6223040d,title_exact,0.95,check_target_correctness
matched,paper_auto_ff8d37b44ae9,21,Exploiting group symmetry in semidefinite programming relaxations of the quadratic assignment problem,2010,,paper_cef548905462,title_exact,0.95,check_target_correctness
matched,paper_b50424a38a69,1,A superlinearly convergent sequential quadratically constrained quadratic programming algorithm for degenerate nonlinear programming,2002,,paper_b5c7f1620590,author_year,0.78,check_target_correctness
matched,paper_2c4a67e261e8,4,"Tilt stability, uniform quadratic growth, and strong metric regularity of the subdifferential",2013,,paper_c7399ca865c3,title_exact,0.95,check_target_correctness
matched,paper_169510b0f515,8,Asymptotic convergence in a generalized predictor-corrector method,1992,,paper_61139ce5651c,title_fuzzy,1.0,check_target_correctness
matched,paper_d7e6d12057b0,2,The Entropic Penalty Approach to Stochastic Programming,1985,,paper_514145e2d014,title_exact,0.95,check_target_correctness
matched,paper_181a8d09dd71,2,An efficient re-scaled perceptron algorithm for conic systems,2006,,paper_0454dfbaeb81,title_fuzzy,0.9917,check_target_correctness
matched,paper_c82ba05e634e,5,Theory and applications of robust optimization,2011,10.1137/080734510,paper_4d434ee0325c,author_year,0.78,check_target_correctness
matched,paper_fe7e7938e683,8,Partitioned quasi-Newton methods for nonlinear equality constrained optimization,1992,,paper_dfdcd86ff910,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_5416d4e2a221,38,Some NP-complete problems in quadratic and nonlinear programming,1987,,paper_4e7b145f3fdd,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_1394f20565cc,29,Validation analysis of mirror descent stochastic approximation method,2012,,paper_acb5313d756e,title_fuzzy,1.0,check_target_correctness
matched,paper_31df20291e1c,5,Composite difference-max programs for modern statistical estimation problems,2018,,paper_59ac2fc9646f,title_exact,0.95,check_target_correctness
matched,paper_a51ee26498b7,20,Distributed subgradient methods for multi-agent optimization,2009,10.1109/tac.2008.2009515,paper_be1379ccc1c9,author_year,0.78,check_target_correctness
matched,paper_3c39274b6aac,8,A variant of Karmarkar's linear programming algorithm for problems in standard form,1987,,paper_fef45fa00662,title_fuzzy,1.0,check_target_correctness
matched,paper_3900cf8bb592,44,An exact duality theory for semidefinite programming and its complexity implications,1997,,paper_601c109a0b12,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_2ae32a6de4e0,16,"Survivable networks, linear programming relaxations and the parsimonious property",1993,,paper_218ef178fa09,title_fuzzy,1.0,check_target_correctness
matched,paper_a6aa21b83091,27,Optimal control of a semidiscrete Cahn-Hilliard-Navier-Stokes system,2014,,paper_cde5952cf8e6,author_year,0.78,check_target_correctness
matched,paper_auto_c9f119c1f64c,37,On affine scaling algorithms for nonconvex quadratic programming,1992,,paper_942a9d5f60e7,title_fuzzy,1.0,check_target_correctness
matched,paper_336bcc3b8d3f,8,The travelling salesman problem and a class of polyhedra of diameter two,1974,,paper_ac5a8ff9fea3,title_fuzzy,1.0,check_target_correctness
matched,paper_a1874abf1597,36,An algorithm for linear programming which requires $O((m + n)n^2 + (m + n)^{1.5}nL)$ arithmetic operations,1990,,paper_fe9773188a59,title_fuzzy,0.9588,check_target_correctness
matched,paper_auto_c4a5b9897014,66,Minimizing finite sums with the stochastic average gradient,2017,,paper_52462cc0e594,title_fuzzy,1.0,check_target_correctness
matched,paper_218ef178fa09,5,A note on the prize collecting traveling salesman problem,1993,,paper_7d5d80d60940,title_fuzzy,1.0,check_target_correctness
matched,paper_6ea714312add,3,"Strong conical hull intersection property, bounded linear regularity, Jameson's property (G), and error bounds in convex optimization",1999,,paper_d305d6410b5e,title_exact,0.95,check_target_correctness
matched,paper_auto_11215b6de309,19,Recovering optimal basis in Karmarkar's polynomial algorithm for linear programming,1990,,paper_3d84e898a47b,title_fuzzy,0.9371,check_target_correctness
matched,paper_auto_0b0256d4b23f,14,Asymptotic constraint qualifications and global error bounds for convex inequalities,1999,,paper_ffe749844810,title_fuzzy,1.0,check_target_correctness
matched,paper_auto_f51ec9451cc9,9,On projected Newton barrier methods for linear programming and an equivalence to Karmarkar's projective method,1986,,paper_c1f777eb3eca,title_fuzzy,1.0,check_target_correctness
matched,paper_0e2dfca6d749,6,Explicit duality for convex homogeneous programs,1976,,paper_d495c5c0d582,title_fuzzy,1.0,check_target_correctness
matched,paper_c4428044ed2c,53,Recovering optimal dual solutions in Karmarkar's polynomial algorithm for linear programming,1987,,paper_3d84e898a47b,title_fuzzy,1.0,check_target_correctness
matched,paper_264178131ab4,2,Mixed-integer sets from two rows of two adjacent simplex bases,2010,,paper_80d5fe554fb2,title_exact,0.95,check_target_correctness
matched,paper_abfc08f43fe2,3,A parallel implementation of the nested decomposition method for multistage stochastic linear programs,1996,,paper_3dbad985f6d1,title_fuzzy,0.9469,check_target_correctness
matched,paper_auto_a78265b5b027,13,Some comments on Wolfe's away step,1986,,paper_38c2e757e2d8,title_fuzzy,1.0,check_target_correctness
ambiguous,paper_6dc35a7ed972,9,Approximated formulas of average distances associated with regions and their applications to urban analyses,,,paper_6dc35a7ed972,title_fuzzy,0.8981,multiple_candidates_or_low_margin
ambiguous,paper_auto_b7123ab3d94f,8,Solutions of a large-scale travelling salesman problem,1954,,paper_0ae58ceb210d,title_fuzzy,0.8793,multiple_candidates_or_low_margin
ambiguous,paper_4f80ddef4f02,19,An $\mathrm{O}(n^3 L)$ long step path following algorithm for a linear complementarity problem,1989,,paper_d118c2cea883,title_fuzzy,0.9266,multiple_candidates_or_low_margin
ambiguous,paper_auto_497866e31451,43,Some continuous functions related to corner polyhedra,1972,,paper_83ca94a9ae04,title_fuzzy,1.0,multiple_candidates_or_low_margin
ambiguous,paper_5c877d373ff8,47,"Local structure of feasible sets in nonlinear programming, Part III: Stability and sensitivity",1987,,paper_97c05134caa2,title_fuzzy,0.9293,multiple_candidates_or_low_margin
ambiguous,paper_71b5dfad244f,14,A Linearly Convergent Conditional Gradient Algorithm with Applications to Online and Stochastic Optimization,2013,,paper_a3d72f152768,title_fuzzy,0.8504,multiple_candidates_or_low_margin
ambiguous,paper_a23fe1aac471,27,Function space interior point methods for PDE constrained optimization,2004,,paper_f8362d434d37,title_fuzzy,0.8467,multiple_candidates_or_low_margin
ambiguous,paper_c3bf1209348a,4,Estimation of sparse Jacobian and graph coloring problems,1983,,paper_fbce946bb791,title_fuzzy,0.8525,multiple_candidates_or_low_margin
ambiguous,paper_4eb9a9b2d668,9,Exact augmented Lagrangian duality for mixed integer linear programming,2017,10.1007/s10107-016-1012-8,paper_4eb9a9b2d668,title_fuzzy,0.9103,multiple_candidates_or_low_margin
ambiguous,paper_bcb59c1c50b1,9,Lower bound theory of nonzero entries in solutions of l2 - lp minimization,2010,,paper_7f309e3e6cba,author_year_multi,0.66,multiple_candidates_or_low_margin
ambiguous,paper_28f5cf82b12a,10,A Class of Multivariate New Better Than Used Distributions,,,paper_314ae999ddee,title_fuzzy,0.8952,multiple_candidates_or_low_margin
ambiguous,paper_5f93d9d8840d,14,PCA by optimisation of symmetric functions has no spurious local optima,2018,10.1145/3219819.3220069,paper_535825c613b7,title_fuzzy,0.8383,multiple_candidates_or_low_margin
ambiguous,paper_7c7c55f0a99e,3,The linear complementarity problem,1992,,paper_163c9a2c58a4,title_fuzzy,0.9189,multiple_candidates_or_low_margin
ambiguous,paper_f10b564229cc,14,A constraint qualification for convex programming.,2000,,paper_31eccbfbe869,title_fuzzy,0.8846,multiple_candidates_or_low_margin
ambiguous,paper_822ac4b05aba,62,Metric subregularity and constraint qualifications for convex generalized equations in Banach spaces,2007,,paper_64a8bc4e12dc,title_fuzzy,0.8602,multiple_candidates_or_low_margin
ambiguous,paper_d5821934a1f0,14,Convex Games Without Side Payments,1977,,paper_62a4bcc51a60,title_fuzzy,0.8831,multiple_candidates_or_low_margin
ambiguous,paper_auto_e1809d900005,20,A class of stochastic programs with decision dependent random elements,1998,,paper_f8bdde543668,title_fuzzy,0.8511,multiple_candidates_or_low_margin
ambiguous,paper_7ae8b32f9792,10,An $O(n)$ algorithm for the multiple-choice knapsack problem.,1984,,paper_69fd535c7b47,title_fuzzy,0.8926,multiple_candidates_or_low_margin
ambiguous,paper_8946e0f034da,32,Computable error bounds for semidefinite programming,1996,,paper_49a3333c7431,title_fuzzy,0.8515,multiple_candidates_or_low_margin
ambiguous,paper_332a893b9440,26,Certificates of convexity for basic semi-algebraic sets,2010,,paper_bacac13d513c,author_year_multi,0.66,multiple_candidates_or_low_margin
ambiguous,paper_b2b2c60ef090,23,Line search in potential reduction algorithms for linear programming,1989,,paper_6fb102a7ae08,title_fuzzy,0.8322,multiple_candidates_or_low_margin
ambiguous,paper_8a94c02845db,25,The bilinear programming problem,1976,,paper_ac12f4f6b08b,title_fuzzy,0.8814,multiple_candidates_or_low_margin
ambiguous,paper_8946e0f034da,30,Global error bounds for convex inequality systems in Banach Spaces,1995,,paper_fc3e0dde41c6,title_fuzzy,0.8429,multiple_candidates_or_low_margin
ambiguous,paper_a16325367412,10,A parallel algorithm for constrained concave quadratic global minimization: Computational aspects,1987,,paper_a16325367412,title_fuzzy,0.8706,multiple_candidates_or_low_margin
ambiguous,paper_6dd4e49b3840,4,The linear complementarity problem,1971,,paper_b6662fa0c4f4,title_fuzzy,0.8852,multiple_candidates_or_low_margin
